Date,Source,Brand,Product Name,RRP,Selling Price
2/9/2019,Fortress,LENOVO,LENOVO Z6 PRO,3999,3999
2/9/2019,Fortress,ASUS,ASUS ZENFONE 6 (6GB),4998,4998
2/9/2019,Fortress,ASUS,ASUS ZENFONE 6 (8GB),5798,5798
2/9/2019,Fortress,ASUS,ASUS ZENFONE MAX M2 (64GB),1999,1999
2/9/2019,Fortress,ASUS,ASUS ZENFONE MAX PRO M1 (64GB),2198,1519
2/9/2019,Fortress,ASUS,ASUS ZENFONE MAX PRO M2 (128GB),2498,2498
3/9/2019,Fortress,NOKIA,NOKIA 106 DS,199,199
3/9/2019,Fortress,BLACK SHARK,BLACK SHARK 2 (128GB),4398,3660
3/9/2019,Fortress,BLACK SHARK,BLACK SHARK 2 (256GB),5298,4898
3/9/2019,Fortress,NOKIA,NOKIA 3310,568,568
3/9/2019,Fortress,NOKIA,NOKIA 4.2 (32GB),1288,1188
3/9/2019,Fortress,NOKIA,NOKIA 5.1 PLUS (32GB),1588,1188
3/9/2019,Fortress,NOKIA,NOKIA 8.1 (128GB),3288,2698
3/9/2019,Fortress,NOKIA,NOKIA 8.1 (64GB),2798,2498
3/9/2019,Fortress,NOKIA,NOKIA 8110 4G,698,698
3/9/2019,Fortress,MI,MI 9T PRO (256GB),3599,3599
3/9/2019,Fortress,MI,MI 9T (128GB),2499,2499
3/9/2019,Fortress,MI,MI A3 (128GB),1799,1799
3/9/2019,Fortress,SUGAR,SUGAR C11,1898,1139
3/9/2019,Fortress,SUGAR,SUGAR C11S,1498,899
3/9/2019,Fortress,SUGAR,SUGAR F9 (64GB),2098,1259
3/9/2019,Fortress,LG,LG G7 FIT (64GB),2998,1999
3/9/2019,Fortress,SAMSUNG,SAMSUNG A20 (32GB),1498,1398
3/9/2019,Fortress,SAMSUNG,SAMSUNG A40S (64GB),2198,2198
3/9/2019,Fortress,SAMSUNG,SAMSUNG A60 (128GB),2498,2298
3/9/2019,Fortress,SAMSUNG,SAMSUNG A7,2598,2498
3/9/2019,Fortress,SAMSUNG,SAMSUNG A70 (6GB),3098,2798
3/9/2019,Fortress,SAMSUNG,SAMSUNG A70 (8GB),3498,3298
3/9/2019,Fortress,SAMSUNG,SAMSUNG A8 STAR,3698,2498
3/9/2019,Fortress,SAMSUNG,SAMSUNG A80 (128GB),4798,4298
3/9/2019,Fortress,SAMSUNG,SAMSUNG A8S (128GB),3298,2898
3/9/2019,Fortress,SAMSUNG,SAMSUNG A9 (128GB),3598,2888
3/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10+ (256GB),7998,7998
3/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10+ (512GB),8998,8998
3/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10 (256GB),6998,6998
